What is the condition for lifting the economic sanctions against Serbia and what is the consequence if the Serbian leader reneges?		1
What would be unaffected by the proposal to ease trade and economic sanctions against Serbia?		1
What details of the proposal were the senior U.S. official in Washington reluctant to divulge?		1
What is the reason for the stalled peace efforts in Bosnia?		1
What is the reason behind the government's decision to close down special schools for gifted students?		1
What was the reason behind the government's order to close down special schools catering to gifted students?		1
What is the reason behind the government's order to close down special schools catering to gifted students?		1
When will the ban on elite schools go into effect?		1
What is the government's policy regarding schools that have already taken fees for the spring semester?		1
What is the timeline for the closure of special schools catering to gifted students?		1
What measures did the government order to shift the focus of China's schools back to basic education?		1
What is the main goal of the government's order to close down special schools catering to gifted students?		1
Why have many schools in China begun charging exorbitant fees?		1
Why is the government ordering the closure of special schools catering to gifted students?		1
What was the immediate reaction of the people in the village when the army troops arrived?		1
What evidence is there that the village was hastily abandoned by its inhabitants?		1
What was the impact of the army's crackdown on the village?		1
What was the reaction of the villagers when the army troops arrived?		1
What was the situation when the army arrived in the village?		1
What is the current situation of refugees in the area?		1
What were some of the complaints made by the villagers who fled during the army crackdown on the rebel movement in Chiapas?		1
What recent activity has occurred in Morelia related to the army's crackdown on the Zapatista National Liberation Army?		1
Who will help dig for the remains of missing comrades and where did the battle take place?		1
Is the participation of Frank C. Willoughby in the investigation common or uncommon?		1
What is unusual about Frank C. Willoughby's participation in the search for remains of missing U.S. servicemen?		1
What role will Frank C. Willoughby play in the investigation of the missing U.S. servicemen from the Vietnam War?		1
What is the plan of the joint American and Vietnamese teams to investigate the fate of missing U.S. servicemen from the Vietnam War?		1
What is the significance of the planned operation to investigate the fate of missing U.S. servicemen in Vietnam?		1
How many Americans are listed as missing in Vietnam and how many of them were last seen alive and in imminent danger of being captured?		1
What is the reason for the 2,211 U.S. servicemen being unaccounted for from the Vietnam War?		1
What recent development has occurred between the United States and Vietnam?		1
What is the reason why the Vietnamese have not been able to investigate their own missing soldiers?		1
What is an example of a situation where a moonlit beach is particularly romantic?		1
What happened to the numbers of horseshoe crabs in the 1990s?		1
What is the relationship between the declining numbers of horseshoe crabs and other factors such as fishing, loss of habitat, and global demand for their blood?		1
What is the significance of understanding the habits and numbers of horseshoe crabs during their mating season?		1
What information have researchers been able to gather from the public reports on horseshoe crab sightings?		1
How does the Florida Fish and Wildlife Conservation Commission plan to gather more information about the horseshoe crab population and their mating habits?		1
What is unique about the horseshoe crab species?		1
What is the general perception of horseshoe crabs in the world?		1
What was the world's perception of the horseshoe crab before it became recognized for its importance in the ecosystem?		1
What was the historical impact of horseshoe crabs on the fishing industry?		1
Who has been protesting and posting comments about California's emergency water management?		1
What is the opinion of the San Joaquin & Delta-Mendota Water Authority regarding the current water management situation in California?		1
What are some of the specific concerns and complaints being expressed on the State Water Resources Control Board's website regarding emergency water management in California?		1
When did the argument about river water allowed to reach the Pacific Ocean become a prominent issue?		1
What caused the argument about river water reaching the Pacific Ocean to come into the spotlight in February and March?		1
What was the cause of the argument between San Joaquin Valley farm groups and environmental and fishery groups?		1
What actions did farmers take to protest the use of this year's puny snowpack and half-empty reservoirs?		1
What was the stance of state and federal agencies amidst the protests and arguments over water management in California?		1
What has been the response of water leaders to the drought emergency declared by Gov. Jerry Brown in January?		1
What was Professor Mohammed Dajani not prepared for after taking Palestinian students to visit Auschwitz concentration camp in Poland?		1
How did Palestinian critics respond to Professor Dajani's decision to take Palestinian students to visit Auschwitz concentration camp?		1
How did Professor Dajani react to the criticism he received for taking Palestinian students to visit Auschwitz?		1
What is Professor Mohammed Dajani's background and what is the aim of his organization, Wasatia?		1
What inspired Professor Dajani to take Palestinian students to visit Auschwitz?		1
What is the level of awareness about the Holocaust in Professor Dajani's community?		1
What has Dajani done to promote Holocaust education among Palestinians?		1
What was the purpose of the trip to Auschwitz and who sponsored it?		1
What is the background of the Israeli students who accompanied the Palestinian students to Auschwitz?		1
What was the reaction to Professor Mohammed Dajani's decision to take Palestinian students to visit Auschwitz?		1
What kind of performances do the American Hollywood Film Orchestra offer during their winter tour in China?		1
What issue did the performers with the American Hollywood Film Orchestra encounter before their show at the National Center for the Performing Arts in Beijing?		1
What was the issue with the drum kit provided to the American Hollywood Film Orchestra during their performance in Beijing?		1
What was the response to the broken instrument during the American Hollywood Film Orchestra's performance in Beijing?		1
What happened to Nolan's drum kit during the American Hollywood Film Orchestra's performance in Beijing?		1
What does the orchestra's grueling schedule attest to and what is driving the demand for Western orchestral music in China?		1
What is the history of the American Hollywood Film Orchestra's tours in China?		1
Who is the lone Californian in the 2013-14 lineup of the Hollywood Film Orchestra?		1
What is the age range of performers in the American Hollywood Film Orchestra?		1
How are researchers studying the movements of sharks?		1
What is the advantage of using the new solar-powered tag for studying shark movements?		1
What is the purpose of using solar-powered tags to study shark movements?		1
Why are researchers studying sharks and using solar-powered tags to track their movements?		1
What is the main reason for using solar-powered tags to track shark movements?		1
What is the significance of the statement "They are not American sharks or Bahamian sharks or Mexican sharks"?		1
What is the significance of the migratory patterns of sharks and why is it important to keep their population healthy?		1
What is the current usage of solar tags in marine animal research?		1
What is the overall reception of the new solar-powered tags among marine researchers?		1
What happens to the solar-powered tags after they have collected data for up to two years?		1
What is the limitation of the hopeful signs regarding child obesity rates stabilizing and possibly reversing?		1
What is the national trend in obesity rates among adolescents?		1
How did obesity rates among adolescents from poorer, less well-educated families change during the years when child obesity rates appeared to stabilize and might reverse?		1
How could the class gap in obesity rates affect efforts to combat obesity-related diseases in the future?		1
How did physical activity contribute to the divergent trend in obesity rates between rich and poor adolescents?		1
What was the percentage of adolescent children with parents who did not go beyond high school that reported exercising or playing a sport for at least 20 minutes in the previous week in 2003?		1
What was the percentage of adolescent children with parents who did not go beyond high school who had exercised or played a sport for at least 20 minutes in the previous week in 2011?		1
What percentage of adolescents with college-educated parents engaged in physical activity in the last 30 days?		1
What is the reason for the limited success in reducing obesity rates among adolescents from poorer, less well-educated families?		1
How did the calorie intake of teenage children of parents with college degrees change from 1998 to 2010?		1
What was the reason for burying the Atari 'E.T.' game cartridges in a New Mexico landfill?		1
What happened to most of the crowd that gathered at the landfill to watch the excavation?		1
How many people were present at the landfill when the Atari cartridges were found?		1
What were some of the activities that the residents and game enthusiasts engaged in while waiting for the excavation to take place?		1
What did Armando Ortega find when he first visited the landfill in 1983?		1
What challenges did the documentary film production team face in finding the buried Atari cartridges?		1
What did Armando Ortega and his team find when they first visited the landfill in 1983?		1
Why were hundreds of Atari 'E.T.' game cartridges buried in a New Mexico landfill?		1
What is the reason behind Atari burying thousands or millions of copies of the failed game?		1
What is Atari's response to the discovery of buried E.T. game cartridges in a New Mexico landfill?		1
What is the significance of the recent relocation of bighorn sheep to Big Arroyo Canyon?		1
What is the significance of the successful reintroduction of bighorn sheep in the Great Western Divide?		1
What organizations and agencies were involved in the effort to increase the population of Sierra Nevada bighorn sheep?		1
Which organizations were involved in the recovery of the Sierra Nevada bighorn sheep?		1
What is the significance of the Sierra Nevada bighorn sheep being on the endangered species list?		1
What was the initial goal of the agencies involved in the recovery of Sierra Nevada bighorn sheep?		1
What are the next areas designated for repopulating Sierra Nevada bighorns after the establishment of the Big Arroyo herd?		1
When did recovery efforts for the Sierra Nevada bighorn sheep begin and where was the population concentrated at that time?		1
What were the recovery efforts in the 1970s and 1980s that helped reintroduce Sierra Nevada bighorn sheep to other areas?		1
How do agencies create new herds of Sierra Nevada bighorn sheep?		1
What will the Supreme Court consider in the case of David Leon Riley?		1
What will be the significance of the Supreme Court's decision on the case of David Leon Riley's smartphone search?		1
Who is representing David Leon Riley in the Supreme Court case regarding smartphone searches, and what is the separate flip-phone search challenge filed by a Boston-area native named Brima Wurie?		1
What is the significance of the Supreme Court case involving smartphone searches?		1
What are the potential consequences for police and phone users if the Supreme Court rules against Riley and Wurie?		1
What is the concern of law enforcement officials regarding the outcome of the Supreme Court case on smartphone searches?		1
Who will argue in favor of law enforcement's ability to search smartphones in the Supreme Court case involving David Leon Riley's smartphone?		1
What is the main issue that the Supreme Court will consider in the case of David Leon Riley's smartphone search?		1
Why do privacy advocates fear a ruling against Riley and Wurie?		1
How was David Leon Riley characterized by his lawyer, Jeffrey L. Fisher?		1
What is the stance of the EU's fisheries chief regarding Canada's stocks of Greenland halibut?		1
What was the EU's response to the catch limits of Greenland halibut handed out by the North Atlantic Fisheries Organization?		1
What is the stance of EU fishermen regarding the catch limits of Greenland halibut off Canada's coast?		1
What is the EU fisheries chief's opinion on the decision made by the North Atlantic Fisheries Organization regarding catch limits of Greenland halibut off Canada's coast?		1
What is the status of the halibut stock off Canada's coast?		1
What action will Bonino take in response to the NAFO decision on catch limits of Greenland halibut off Canada's coast?		1
What was the catch limit of Greenland halibut agreed upon by NAFO members in 1995?		1
What was Bonino's response to Canada's vote to apportion the catch of Greenland halibut off its coast?		1
What is the EU fisheries chief's opinion on Canada's claim to the majority of the halibut catch?		1
What was the allotment of catch limits for Greenland halibut off Canada's coast after the Feb. 1 meeting of the North Atlantic Fisheries Organization?		1
What was the judge's decision regarding the suspected Serb war criminal's arrest?		1
What is the current status of the suspected Serb war criminal who was arrested and questioned by a judge?		1
What is the significance of the charges against the suspected Serb war criminal?		1
What were the actions of the Serbian gunmen that the suspect is accused of belonging to?		1
How many of the 21 Serbs accused by an international tribunal in The Hague on Monday are currently in custody?		1
Who was the first suspect to be detained in Germany for war crimes related to the conflict in Bosnia?		1
What specific crimes is Dusan Tadic accused of committing?		1
What is the status of the law allowing Dusan Tadic to be handed over to the Hague tribunal?		1
How many investigations is Germany conducting against Serbs suspected of war crimes in former Yugoslavia?		1
What is the current situation of refugees from former Yugoslavia in Germany?		1
What was the reason for the German publisher's decision to scrap the publication of 'An Eye for an Eye: The Untold Story of Jewish Revenge Against Germans in 1945'?		1
Why was the book 'An Eye for an Eye' deemed inappropriate for German readers?		1
What is the perspective of German intellectuals on the atrocities committed by some Jewish concentration camp survivors against innocent Germans after the war?		1
Why did the German publisher decide to scrap the publication of 'An Eye for an Eye: The Untold Story of Jewish Revenge Against Germans in 1945'?		1
What was Ralph Giordano's opinion of Sack's book?		1
What was the death rate of inmates at the internment camps set up by Stalin's government?		1
What role did Jews play in the internment camps set up by Stalin through the Polish Communist government's Office of State Security?		1
What was Klaus Stadler's response to the decision to scrap publication of the book?		1
What were the main objections to Sack's book by the German publisher and editor?		1
When was John Sack informed that the German edition of his book would be shelved?		1
Why is Allen Johnson's world best in the 110-meter hurdles not recognized as a world record?		1
Who came in second place in the 110-meter hurdles race and how far behind was he from Allen Johnson?		1
What is the distance at which world hurdles records are recognized?		1
What was the previous best time for the 110-meter hurdles run indoors?		1
What is the current world record for the 110-meter hurdles in an outdoor setting?		1
What is Allen Johnson's background in track and field?		1
What was the winning height for the pole vault competition at the Russian winter track and field championships?		1
What was Sergei Bubka's performance in the pole vault competition?		1
What were the results of the 60-meter finals at the Russian winter track and field championships?		1
What was Irina Privalova's time in the 60-meter finals and how did it compare to the world record?		1
Who is waiting to see which side the "framework document" will favor?		1
When will the finished "framework document" be published?		1
What is the overall assessment of the progress made in the negotiations for a Northern Ireland political settlement?		1
What issue had slowed down the key part of peacemaking efforts in Northern Ireland?		1
What is the purpose of the cross-border authority mentioned in the article?		1
What has British Prime Minister John Major done to address the concerns of Protestant politicians in Northern Ireland?		1
What did British Prime Minister John Major do before Mayhew and Spring's meeting in Northern Ireland?		1
What was the response of the Ulster Unionist Party to British Prime Minister John Major's attempts to reassure them about the British-Irish document?		1
What is the reason for the insistence of Northern Ireland's moderate Catholics and the Irish government on a cross-border body forming part of any package?		1
What specific action did Prime Minister Yitzhak Rabin call on Yasser Arafat to take in regards to anti-Israel violence?		1
What is the reason for Rabin's call on Arafat to outlaw the Hamas and Islamic Jihad groups?		1
What specific actions did Rabin expect Arafat to take in regards to the militant groups responsible for bombing attacks?		1
What does Rabin believe is the main obstacle in implementing the Israel-PLO peace process?		1
What will happen if the Palestinian Authority does not take significant steps to reign in anti-Israel violence?		1
What recent discovery did Arafat's Palestinian Authority make in the Gaza Strip?		1
Which group was believed to be responsible for the cache of explosives discovered and destroyed by the Palestinian Authority?		1
What additional information is provided about the discovery and destruction of explosives in the Gaza Strip town of Khan Younis?		1
What is the significance of the measure that satisfies a growing desire among Israelis?		1
What is the short-term effect of Israel sealing off the West Bank and Gaza Strip?		1
What is the potential impact of President Zedillo's push for greater democracy and freer elections in Mexico?		1
What actions did the president take to end the yearlong truce with the leftist Indian rebels in southern Chiapas state?		1
What was the response of Cuauhtemoc Cardenas to President Zedillo's actions in Chiapas state?		1
What recent political event occurred in Mexico that was celebrated by the conservative opposition party?		1
How are people in Chiapas reacting to the government's intervention?		1
What is the significance of Eduardo Robledo's resignation in the context of Mexico's political situation?		1
What criticisms were leveled against President Zedillo in his efforts to improve democracy and freer elections in Mexico?		1
What action did President Zedillo take in response to the yearlong truce with the leftist Indian rebels in southern Chiapas state?		1
What is the author's opinion on President Zedillo's actions and their potential impact on the lives of Mexicans?		1
What was the criticism of Zedillo's policy by Cardenas' Democratic Revolution Party?		1
How does the captain feel about the night's unsuccessful fishing trip?		1
What is causing the decline in sardine populations on the West Coast?		1
How significant is the decline in sardine populations on the West Coast?		1
What is the projected trend for sardine populations?		1
What is one possible explanation for the decline in sardine populations on the West Coast?		1
What is the likelihood of sardines recovering from their decline?		1
What is the overall concern regarding the sardine crash on the West Coast?		1
What actions have been taken in response to the decline in sardine populations?		1
What is the opinion of the conservation group Oceana regarding the harvesting of sardines during a population decline?		1
What is the typical behavior of sardine populations and how do they respond to changes in the ocean environment?		1
What is the origin of the belief that there may be more than a dozen tombs from a forgotten dynasty at the site of the ancient city of Abydos?		1
How did the researchers identify the tomb's occupant as Woseribre Senebkay?		1
What is the significance of the discovery of the tomb of Woseribre Senebkay and the potential discovery of more tombs from the same dynasty?		1
What happened to the rulers of the Abydos dynasty according to later king lists?		1
What information was gathered about Senebkay's physical characteristics and age?		1
What were some of the items found in the tomb of Woseribre Senebkay?		1
What other discovery was announced by the Penn-Egypt team this week?		1
When did the rash of discoveries of tombs from the forgotten dynasty begin and what was the first discovery?		1
Where was the tomb of Senebkay discovered in relation to the other recent discoveries made by the Penn team?		1
What other tombs are expected to be found in the area?		1
What measures did the officials of Willits, California adopt when they realized they had a limited water supply?		1
What is the daily water usage limit for a family of four under the rationing measures in Willits, California?		1
What is the current status of the rainy season in California?		1
What is the potential impact of the water shortage in Willits, California if the dry weather persists?		1
What is the situation with water reserves in Southern California?		1
What is the status of the Imperial Irrigation District's water supply?		1
How will growers with senior water rights be affected by the water shortage in California?		1
What is the concern of officials in Mendocino County regarding the lack of rain?		1
What is the current state of Willits' municipal reservoirs?		1
What was the decision made by the federal appeals court regarding juror protections?		1
What is the significance of the court's decision beyond juror protections?		1
What are some examples of current legal battles being fought by the LGBTQ+ community that could benefit from the court's ruling on juror protections based on sexual orientation?		1
What was the rationale behind the court's decision to extend juror protections to sexual orientation?		1
What was the antitrust case about and why was a gay juror excluded from the jury?		1
What was the specific instance that led to the ruling that prospective jurors may not be excluded because of their sexual orientation?		1
What was SmithKline's response to the exclusion of an obviously gay juror in the antitrust case involving an AIDS drug?		1
What reason did the Abbott lawyer give for striking the obviously gay juror during the trial?		1
What reasons did Abbott provide for excluding the obviously gay juror during the trial?		1
What is the proposed solution to the problem of horticulture being under siege?		1
What is one of the specific goals outlined in the four-year remedial campaign to save horticulture?		1
What is the proposed solution to the problem of declining interest in horticulture?		1
What is one of the main challenges facing the initiative to boost the ranks of plant scientists and promote horticulture as a career option?		1
What is the definition of horticulture?		1
What are some of the other career opportunities in horticulture besides manual labor and lawn care?		1
Is the crisis in horticulture unique to the United States?		1
What concerns did the Royal Horticultural Society express in a report in May?		1
Who asked the question, "When do most people get interested in plants now?"		1
