What inspired Dajani to travel to Poland to visit the site of the Auschwitz concentration camp?	Dajani said the idea of taking students to Auschwitz took shape after he made a journey to the site three years ago on a visit sponsored by The Aladdin Project, a Paris-based organization that promotes understanding between Muslims and Jews.	1
What is the attitude of Palestinians towards the Holocaust?	'In my community you see a lot of ignorance of the Holocaust, denial of the Holocaust.	1
What was the purpose of the trip to Poland?	The trip to Auschwitz was arranged as part of a reconciliation research project sponsored by the Friedrich Schiller University in Jena, Germany, which also included a visit by Israeli students to Deheishe, a Palestinian refugee camp in the West Bank.	1
Who funded the project?	The project was funded by the German Research Foundation, and the Israeli students and faculty, some of whom accompanied the Palestinians to Auschwitz, are studying conflict resolution at Ben Gurion University in Beersheba.	1
How difficult was it for Dajani to make a trip to Auschwitz?	Organizing the Palestinian visit to Auschwitz was a sensitive undertaking.	1
What did the performer say about the equipment?	'Nicest hall in China and they give me the crappiest drum kit!' he exclaimed, pointing at the pitted and sagging drum heads.	1
What do stagehands do on the show?	Stagehands with walkie-talkies, an interpreter and the local promoter buzzed around the stage, trying to figure out what to do.	1
How long did it take Chris Nolan for his new drum sets?	(Nolan got his new drum heads 20 minutes before the curtain went up for the show, called 'Classic Oscar: The American Hollywood Film Orchestra New Year's Audio-Visual Concert'.)	1
How are they trying to get the rays of hope?	Using a special solar-powered tag, marine scientists now can study a shark's movements for up to two years by way of data beamed to satellites.	1
How were previous methods for tracking sharks’ movements?	Previously, researchers relied on tags that ran on batteries and sometimes died before all the information could be transmitted.	1
What is the goal of tracking specific species of the fierce fish?	The goal is to better understand their migratory patterns and ultimately keep their population healthy.	1
What has the collaboration from the research done so far?	'We've learned a lot from tagging sharks, not least of which is that they are highly migratory,' said Antonio Fins, executive director of the Guy Harvey Ocean Foundation, which supports the institute.	1
How many organizations are using solar-powered tags?	About 40 research agencies already use solar tags, which were put on the market two years ago.	1
What happens after six months?	Then the tags detach and float to the surface, said Mahmood Shivji, director of the Guy Harvey Research Institute, part of Nova Southeastern University.	1
Are there any other factors that might influence the child obesity rate?	But a study published this week in the journal PNAS suggests that among adolescents, the hopeful signs are limited to those from better-educated, more affluent families.	1
How has obesity among adolescents changed over time?	Nationally, rates of obesity among adolescents ages 12 to 19 did not rise from 2003 to 2004, and 2009 to 2010.	1
What about families with less than high-school educations?	But during those times, obesity rates among adolescents whose parents have no more than high-school educations rose from about 20 percent to 25 percent.	1
What has the percentage for past seven days been?	By 2011, 90.1 percent said they had done so.	1
How much did their average calorie intake change?	From 1998 to 2010, the teenage children of parents with college degrees reduced their average calorie intake from 2,487 calories per day to 2,150.	1
How did the residents of the landfill behave after watching backhoes and bulldozers dig through the concrete	Most of the crowd left the landfill before the discovery, turned away by strong winds that kicked up massive clouds of dust mingled with garbage.	1
How many people were there when the e.t. game cartridges were found?	By the time the games were found, only a few dozen people remained.	1
What did they do at the landfill?	They braved the darkness, coyotes and snakes of the desert landfill and had to sneak past the security guard.	1
What did they find when they braved the darkness, coyotes and snakes of the desert landfill?	But it paid off. He says they found dozens of crushed cartridges that they took home and were still playable in their game consoles.	1
What does this mean for the population?	That marks a dual milestone - it's the first time bighorn sheep have settled in the Great Western Divide in more than 100 years while also proving that human intervention can bring the species back from the brink of extinction.	1
What does this mean for the future of the bighorn sheep?	'Most species that end up on the endangered species list don't ever come off, and there's a real opportunity here to see success'.	1
Who all contribute to the recovery effort?	Fish and Wildlife Service all involved in the recovery.	1
What happened to the bighorns?	In 1971, Sierra Nevada bighorns were one of the first animals listed as threatened under the California Endangered Species Act.	1
How many herds were to be re-introduced?	The agencies designated 16 areas for the bighorns with the initial goal of repopulating 12 of them.	1
Where else can the reintroduction be compared?	The new Big Arroyo herd that was established in March near Lodgepole is the 10th and next on the list are Laurel Creek on the southern end of Sequoia National Park and Taboose Creek on the eastern border of Kings Canyon National Park.	1
How much is the cost of rearing of the animals now?	Now, at a cost of about $600,000 per year, agencies take a few animals from four source herds that can support removal to create new herds.	1
What will happen to Riley's case after he is arrested?	He got busted. Now the justices, who sometimes seem uncomfortable with new technologies, will consider a quintessentially 21st-century problem.	1
What will the results of this case change?	The eventual outcome will clarify rules that were written long before phones wised up.	1
Who is this person?	Fisher is representing Riley, the San Diego man whose case will be heard along with a separate flip-phone search challenge filed by a Boston-area native named Brima Wurie.	1
What are the implications of these cases on the future of the law enforcement system?	The cases pose potentially far-reaching consequences for police and phone users alike.	1
What privacy concerns are there?	Privacy advocates fear that a ruling against Riley and Wurie would render vulnerable the secrets of the 90 percent of U.S. adults who own cellphones, a growing number of which are outfitted like the various iPhone, Samsung or Android models.	1
What might happen to the police if the case against Riley and Wurie is lost?	Law enforcement officials, in turn, fear they might lose an invaluable investigative tool.	1
What did Bonino have to say about that?	'The EU fishermen will not interrupt their fishing,' she told the Parliament.	1
What does she say about this precedent?	Dividing the catch among NAFO members 'sets a dangerous precedent for the future,' she added.	1
What else did Bonino say about the situation?	She also said the halibut stock is not in danger.	1
What will she ask the EU?	Bonino said she would ask the EU's executive branch and fisheries ministers of the 15 EU nations to decide quickly whether to start an objection procedure in NAFO against Canada and the vote results.	1
What was the catch limit in the North Atlantic Fisheries Organization?	NAFO members agreed last September to a 1995 catch limit of 27,000 tons of Greenland halibut in NAFO-managed international waters outside Canada's 200-mile zone.	1
What does the EU representative think about the issue?	Bonino disputed Canadian claims that as the nation bordering the fishing zone, it should have the lions' share of the halibut.	1
What does Bonino believe about what Canada says?	That opinion, she said, 'conforms neither to international law or practice.'	1
What happened after the Serb war criminal was arrested?	A judge with the country's highest criminal court questioned the suspect and refused late Tuesday to issue a formal arrest warrant for the man, saying there was not enough evidence for such a move, the federal prosecutor's office in Karlsruhe said.	1
How many of the 21 suspects are in custody?	Only one of the 21 suspects is in custody.	1
What is the reason for the detention of Dusan Tadic?	Tadic is accused of 13 killings, torture, rape and beatings at the Omarska camp in northern Bosnia.	1
What is the next step for the German suspect?	A law allowing the 39-year-old Tadic to be handed over to the Hague tribunal is expected to pass the German parliament in March.	1
Why did the German publisher decide to scrap publication of 'An Eye for an Eye'?	The book by American journalist John Sack, published in the United States in 1993, was deemed inappropriate for German readers: a chronicle of Jewish concentration camp survivors taking murderous revenge on Germans in postwar internment camps.	1
What was the reaction of German authorities when they found out that book was not appropriate for German readers?	Although Sack's facts were not disputed, Germany's cultural elite decided the book was not a serious work and, worse, could be exploited by right-wing extremists to try to diminish the Nazis' murder of 6 million Jews.	1
What did Giordano say about the book?	He has not read it, but nevertheless had no trouble calling it 'vulgar artistic fetish.'	1
What did Klaus Stadler think about self-censorship?	'But there are grounds for it,' Stadler said.	1
Why is it special for Johnson?	The distance is not often run indoors where the world hurdles records are recognized at 50 meters or 60 meters.	1
Who was the runner up of the 110-meter hurdles?	Olympic champion Mark McKoy, formerly of Canada, now an Austrian citizen, was second, 0:04 seconds behind Johnson.	1
How does this compare to other records?	The previous best indoors for the 110-meter hurdles was 13.58 seconds.	1
How does this compare to previous records?	England's Colin Jackson holds the outdoor mark for the 110 meters at 12.91.	1
What is his background?	Johnson ran collegiately for North Carolina.	1
How well do other sprinters perform?	Russian sprinter Irina Privalova, who badly wanted to set a world record in the 60-meter finals, had no serious rivals, and missed the record by 0.03 seconds.	1
How optimistic is Spring about this, in light of the progress being made?	Spring suggested that may happen next week, 'if everything goes extraordinarily well.'	1
What did he say after the important obstacles overcome?	The outcome has been very encouraging and good, but we are not there yet because there are important matters of presentation and drafting that have to be done.'	1
What obstacles prevented the two governments from reaching a shared vision of a Northern Ireland political settlement?	But efforts to agree on the so-called 'framework document,' spelling out how Britain and the Irish Republic view the likely terms of compromise, had run into trouble.	1
What did the Ulster Unionist Party leader say about the negotiations?	After nearly two hours of discussions a leading Ulster Unionist, David Trimble, said Major hadn't reassured them -- 'not in the slightest.'	1
What else did Yitzhak Rabin say?	He called on Arafat to ban the Hamas and Islamic Jihad groups in autonomous Gaza Strip and Jericho.	1
What is the Hamas and Islamic Jihad group's involvement?	The fundamentalist groups, which oppose the Israel-PLO peace process, claimed bombing attacks that have killed 56 Israelis since October.	1
What does he expect from Arafat?	Rabin stressed he expected Arafat to disarm and prosecute the militants.	1
Who was in possession of the explosives?	The report said the explosives were believed to belong to Hamas.	1
What did Israel Radio say about the discovery?	No further details were available.	1
What does the Israeli public want?	That measure satisfies a growing desire among Israelis for a physical separation from the Palestinians.	1
What is the consequence of view of some Israelis that would lead to Palestinian independence from Israel?	However, in the short term, it prevents tens of thousands of Palestinians from reaching jobs in Israel, worsening an already desperate economic situation in the Palestinian areas.	1
Will this be a panacea for all	But how this will improve the lives of most Mexicans remains to be seen.	1
What did the soldiers do to the rebels?	Federal police fanned out across the state and country to arrest suspected rebels and question sympathizers.	1
How are people reacting to the change in government?	In the hills of Chiapas, too, people are reacting to government intervention the way they traditionally have -- with fear.	1
What does the exit of the governor signify?	'I view the Robledo resignation as a sign of reassurance that political solutions are available and that hard-liners have not taken over the government,' said Delal Baer, a Mexico specialist at the Center for Strategic and International Studies in Washington.	1
What did those regional PRI dinosaurs that challenged the federal solution of an election dispute do?	Challenged by hard-liners in his own party and blocked in efforts to negotiate peace in Chiapas, Zedillo was accused of weakness.	1
What did he do to rebuff the accusations?	He quickly took a club to the Zapatistas, thrilling hard-liners who had been frustrated by a year of inconclusive negotiations with the lightly armed rebels.	1
What does Baer believe his solution will be?	'He's trying to be all things to all people,' she said.	1
What did people think of his administration?	Critics from Cardenas' Democratic Revolution Party, or PRD, called Zedillo's policy 'incoherent.'	1
What is the cause of the decrease?	The reason for the drop is unclear.	1
Why is the reason for the drop unclear?	Sardine populations are famously volatile, but the decline is the steepest since the collapse of the sardine fishery in the mid-20th century.	1
What is predicted to happen to the population of Sardines?	And their numbers are projected to keep sliding.	1
What is causing the population to decline so much?	One factor is a naturally occurring climate cycle known as the Pacific Decadal Oscillation, which in recent years has brought cold, nutrient-rich water to the West Coast.	1
What is affecting the population?	Spawning has taken a dive too. In November, federal fishery managers slashed harvest limits by more than two-thirds, but some environmental groups have argued the catch should be halted outright.	1
What do other conservation groups think about the situation?	'We shouldn't be harvesting sardines any time the population is this low,' said Geoff Shester, California program director for the conservation group Oceana, which contends that continuing to fish for them could speed their decline and arrest any recovery.	1
What makes them so volatile?	It is short-lived and prolific, and its numbers are wildly unpredictable, surging up and down in decades-long cycles in response to natural shifts in the ocean environment.	1
What did the researchers do to determine the existence of the unknown pharaohs?	By analyzing fragmented parts of the list, a Danish researcher named Kim Ryholt proposed years ago that 16 unknown kings belonged to the Abydos dynasty.	1
What does preliminary work on the skeletal remains of the pharaoh suggest?	Preliminary work on the skeleton, conducted by Penn graduate students Paul Verhelst and Matthew Olson, suggests that Senebkay stood about 5 feet, 10 inches tall and died in his mid- to late 40s.	1
What did the tomb contain?	The tomb contained remains of a funerary mask, a coffin, and a cedar chest that would have been used to house the king's internal organs, customarily removed before burial.	1
When did the team first discover the tomb of a pharaoh?	The rash of discoveries began last year, when Wegner and colleagues found a 60-ton stone sarcophagus chamber that appeared to have been moved from its original site.	1
What about the tombs of other apparent rulers?	The tombs of other apparent members of the dynasty are thought to lie nearby.	1
What is the limit per household per day?	A family of four isn't supposed to use more than 150 gallons a day.	1
What if the situation gets worse?	But if monotonously sunny weather continues to curse the state, the pain of water shortages will spread, albeit unevenly.	1
How will the water agencies in California manage the shortages?	Water managers in Southern California, on the other hand, say they have enough reserves to get the state's most populous region through the year and even into 2015 without rationing.	1
What about other water users besides the Irrigation District?	And growers with the most senior water rights on the Sacramento and San Joaquin rivers won't suffer more than a 25 percent cut in irrigation deliveries.	1
How did the court rule on the case?	The sweeping, unanimous decision Tuesday by a three-judge panel of the 9th U.S.	1
What was the case before the panel?	Circuit Court of Appeals overturned a mixed jury verdict in an antitrust case involving an AIDS drug.	1
What does the judge say about laws that target gays?	When a law discriminates on the basis of sexual orientation, it must be closely evaluated to 'ensure that our most fundamental institutions neither send nor reinforce messages of stigma or second-class status,' Judge Stephen Reinhardt wrote for the court.	1
What was the case that got GlaxoSmithKline to file a lawsuit?	The case involved a decision by Abbott to raise the price of an AIDS drug, a move that infuriated the gay community.	1
What did the lawyer provide for the strike?	On appeal, Abbott provided several nondiscriminatory reasons for excluding the man, including the fact that he was a computer technician for the 9th Circuit and knew many lawyers.	1
What do experts suggest?	We need to make it sexier and more relevant in a highly competitive market,' said Paul B. Redman, director of Longwood Gardens in Kennett Square, Pa., and a strong supporter of a four-year remedial campaign outlined in the letter.	1
What is the suggested response?	An education plan outlining how horticulture can be integrated into K-through-12 curriculums and promoted on college campuses.	1
What is horticulture?	By the book, horticulture is the art and science of growing fruits, vegetables, flowers, and ornamental plants.	1
What do people think of horticulture according to the book?	More often, in the public mind, 'it's a guy with a pickup truck and a lawn mower, a low-paying job requiring manual labor and no college degree,' said Mary H. Meyer, horticultural science professor at the University of Minnesota and, as president of the American Society for Horticultural Science, a critical force in the campaign.	1
What other career options does Mary H. Meyer believe horticulture can provide?	Meyer cites other career opportunities: plant breeding; greenhouse and food production; the cut-flower, landscape, and nursery industries; public gardens, parks, and sports turf; research into global climate change, plant pests, and diseases, water quality, biofuels, and food safety and security; and the psychological and physiological benefits of plants.	1
How common is this problem globally?	This crisis is not unique to the United States, as Meyer discovered during a teaching stint in England over the summer: England, the world's horticultural powerhouse, faces the same problems.	1
What is England's problem?	In a report in May, the Royal Horticultural Society decried 'an alarming shortage of skilled professionals' in horticulture jobs, posing 'a threat to Britain's economy, environment, and food security'.	1
How much money does the food industry spend on beehives?	In California, the $3 billion almond industry spends $239 million annually to rent more than 1 million beehives, and that cost is escalating.	1
What does the virus do?	The tobacco ringspot virus acts as a 'quasi-species,' replicating in a way that creates ample mutations that subvert the host's immune response.	1
What does the research suggest about the cause of colony collapse disorder?	But we do have evidence that TRSV along with other viruses that we screen on a regular basis are associated with lower rates of over-winter survival'.	1
What other diseases did the study report?	Varroa mites, a 'vampire' parasite, also were found to carry the virus but were not infected, leading researchers to conclude that they aided the spread of the virus within the colony.	1
What do critics say about the so-called 'eco-boats'?	Critics say the boats do little to address the more pressing question of sewage.	1
Why do critics say the boats do little to address the more pressing question of sewage?	With limited trash and sewage services in this sprawling metropolis of 6 million people, tons of garbage and raw waste flow daily from sludge-filled rivers into the bay, where Olympic and Paralympic sailing events will be held.	1
What has been the outcome of the tests conducted on waterways?	An Associated Press analysis in November of more than a decade's worth of Rio state government tests on waterways across the city showed fecal coliform pollution levels far above those considered safe by Brazilian or U.S. law.	1
What other aquatic event has happened in Rio during the past few days?	Water pollution issues began making headlines in Brazil's local press again in recent days, after thick patches of brown foam appeared along the city's most popular beaches like Copacabana as the Southern Hemisphere summer hits full stride.	1
How much do the boats cost?	Rented from a local firm, each mid-sized boat costs $842 daily to operate, including fuel and a three-person crew consisting of two sailors and a garbage collector.	1
What happened to the tortoise after that?	The tortoise was branded for life, which in her case would be roughly 160 years.	1
What other ways are the conservancies using shell identification marks to fight poaching?	In October, the Turtle Conservancy helped mark the shells of 150 Burmese star tortoises in Myanmar.	1
What has happened in the past to get people to help?	A week ago, Indonesian officials at Soekarno-Hatta International Airport in Jakarta rescued more than 8,000 baby pig-nosed turtles hidden in suitcases and believed headed for China and Singapore.	1
What happened to the ploughshare tortoises after they were captured in 2008?	The female now known as No. 7001 MG was successfully mated last year with the only male ploughshare tortoise of breeding age outside Madagascar.	1
Who commissioned the congressional report on the inadequacy of tracing U.S. exports of nuclear material?	As chairman of the Senate Committee on Governmental Affairs in the last Congress, Glenn commissioned the report from the General Accounting Office, which conducts investigations for legislators.	1
What are the restrictions on nuclear exports and transfer of nuclear materials to a third country?	Nuclear exports for weapons use or weapons research are prohibited, as is transfer of nuclear materials to a third country.	1
What discrepancy did the report find between U.S. tracking and Japanese records regarding plutonium production?	The report said U.S. tracking showed that Japan produced about 20.3 metric tons of plutonium from U.S. materials between 1978 and 1992, but Japanese records showed 58.7 tons.	1
What is the minimum amount of plutonium needed to make a nuclear weapon, according to U.S. officials?	A nuclear weapon can be made with as little as 6 kilograms (13.2 pounds) of plutonium, U.S. officials have said.	1
What is the U.S. Department of Energy's response to the congressional report's findings on the tracking of U.S. nuclear exports?	'We're looking at those kinds of discrepancies and we are confident that the material is being safeguarded as appropriate by the IAEA (International Atomic Energy Agency,)' said Notra Trulock, chief of intelligence at the U.S. Department of Energy, in an interview Tuesday.	1
What other agreements were made during the limited cease-fire in Chechnya?	They also agreed in principle to work out a mechanism for exchanging prisoners of war and the dead.	1
Did the limited cease-fire agreement result in a complete cessation of hostilities?	Despite the pact, artillery fire sounded in the Grozny on Tuesday, and there were reports of Chechen missile attacks southwest of the Chechen capital.	1
What is the concern regarding Chechen fighters and their loyalty to President Dudayev in the peace talks?	Many Chechens are fighting independently of the forces loyal to Chechen President Dzhokhar Dudayev, and Dudayev's representative at the peace talks, Aslan Maskhadov, has warned that he does not control them.	1
What was Russian Prime Minister Viktor Chernomyrdin's stance on talking to individual field commanders in Chechnya?	Russian Prime Minister Viktor Chernomyrdin said Tuesday that Moscow is also willing to talk to individual field commanders, the Interfax news agency reported.	1
What is the opinion of Emil Pain, an adviser to President Boris Yeltsin, regarding negotiations in Chechnya?	Emil Pain, an adviser to President Boris Yeltsin, was quoted as saying a 'cooling period after combat operations' is needed before negotiations could take place.	1
What is the aim of easing trade and economic sanctions against Serbia?	The aim is to drive a wedge between Milosevic and the Serbs in Bosnia who have rejected past peace proposals by isolating them from their patrons and arms suppliers in Belgrade.	1
What would be the main incentive for Milosevic to agree to the proposed easing of economic sanctions?	The main lure for Milosevic would be at least temporary renewal of trade and fuel supplies.	1
What has been the impact of the economic sanctions imposed on Serbia?	The sanctions, imposed by the U.N. Security Council, have devastated Serbia's economy.	1
What conditions would Milosevic have to agree to in order for the proposed easing of sanctions to take effect?	Milosevic would be required to recognize three other former Yugoslav republics, Croatia, Slovenia and Macedonia, thereby acknowledging the breakup of what once was Yugoslavia, and permit stricter policing of his border with Bosnia.	1
What is the current situation regarding weapons getting through to the Serbs in Bosnia, despite Milosevic's pledge to cut them off?	Weapons are still getting through to the Serbs in Bosnia despite a pledge by Milosevic to cut them off, said the U.S. official, who spoke on condition of anonymity.	1
What would be unaffected by the proposal to ease trade and economic sanctions against Serbia?	Unaffected by the plan, he said, would be Serbia's 'illegitimacy' status on the world stage -- its exclusion from the World Bank and other international groups.	1
What is the reason for the stalled peace efforts in Bosnia?	Peace efforts have stalled over the Bosnian Serbs' refusal to consider a five-nation peace plan that would set up ethnic zones with them controlling 49 percent and a Muslim-Croat federation 51 percent.	1
What is the reason behind the government's decision to close down special schools for gifted students?	The move reflects a national crisis in China's educational system, which is struggling for survival following a withdrawal of most state funding.	1
What was the reason behind the government's order to close down special schools catering to gifted students?	The elitist nature of such 'Olympic schools,' as they are called, apparently angered Li and other top leaders, who recently began calling for their closure.	1
What is the reason behind the government's order to close down special schools catering to gifted students?	Although basic education is theoretically supposed to be provided free to all children, many schools, especially the best equipped ones, have begun charging exorbitant fees, official reports say.	1
When will the ban on elite schools go into effect?	The ban on elite schools is to go into effect before the spring semester begins next Monday, the official newspaper China Daily reported Wednesday.	1
What is the government's policy regarding schools that have already taken fees for the spring semester?	Schools that have already taken fees for the spring semester are required to return them.	1
What is the timeline for the closure of special schools catering to gifted students?	Those schools authorized by provincial, or state, education departments will be allowed only to finish the spring term, it said.	1
What measures did the government order to shift the focus of China's schools back to basic education?	The circular advised schools to concentrate on improving the quality of 'normal teaching' and it banned competitions and awards geared toward gifted students.	1
What is the main goal of the government's order to close down special schools catering to gifted students?	The 'back to basics' approach is apparently aimed at ensuring that a maximum number of students, whatever their ability, receive a basic education.	1
Why have many schools in China begun charging exorbitant fees?	Local authorities, who are expected to shoulder most of the burden, have generally failed to provide the basic minimum expected by the central government, leaving schools with little choice but to run their own profit-making businesses or charge exorbitant fees.	1
What was the immediate reaction of the people in the village when the army troops arrived?	Roughly 800 adults and 350 children fled into the jungle as they arrived.	1
What evidence is there that the village was hastily abandoned by its inhabitants?	'They left food on the table, lights on,' Abraham Castaneda of the National Nutrition Institute said Tuesday.	1
What was the impact of the army's crackdown on the village?	'Children were separated from their parents in their terror.'	1
What was the reaction of the villagers when the army troops arrived?	'Everyone was fleeing,' she said, holding her 7-month-old son, Cesar.	1
What is the current situation of refugees in the area?	About 25,000 refugees have been staying in special shelters in the area after fleeing villages controlled by the Zapatistas over the past year.	1
What were some of the complaints made by the villagers who fled during the army crackdown on the rebel movement in Chiapas?	Many complained that the Zapatistas had taken their food or mistreated them.	1
What recent activity has occurred in Morelia related to the army's crackdown on the Zapatista National Liberation Army?	Dr. Marcos Arana of Conpaz, an alliance of aid groups, said about 300 soldiers marched again through Morelia on Tuesday morning.	1
Who will help dig for the remains of missing comrades and where did the battle take place?	Frank C. Willoughby, a retired major in the Army's Special Forces -- known as the Green Berets, will return to Lang Vei, where North Vietnamese tanks and infantry overran a base of camps on Feb. 7, 1968, during the Tet Offensive.	1
Is the participation of Frank C. Willoughby in the investigation common or uncommon?	His participation is unusual, but not unheard of.	1
What is unusual about Frank C. Willoughby's participation in the search for remains of missing U.S. servicemen?	The search for remains of the 2,211 U.S. servicemen unaccounted for from the war rarely requires help from survivors of a specific battle, Garrett said.	1
What role will Frank C. Willoughby play in the investigation of the missing U.S. servicemen from the Vietnam War?	Willoughby is expected to help outline battlefield positions and trace the course of battle to find out where men might have fallen or been buried.	1
What is the plan of the joint American and Vietnamese teams to investigate the fate of missing U.S. servicemen from the Vietnam War?	Eight teams will spread throughout Vietnam to interview witnesses and excavate at old battlefields, burial sites and areas where U.S. helicopters and airplanes crashed.	1
What is the significance of the planned operation to investigate the fate of missing U.S. servicemen in Vietnam?	The planned five-week operation will be the 34th in a series that started in September 1988, Garrett said.	1
How many Americans are listed as missing in Vietnam and how many of them were last seen alive and in imminent danger of being captured?	The U.S. Defense Department lists 1,621 Americans as missing in Vietnam, but only 55 of them were last seen alive and in imminent danger of being captured.	1
What is the reason for the 2,211 U.S. servicemen being unaccounted for from the Vietnam War?	Most were killed in action or lost over the ocean, but their bodies were never recovered, defense officials say.	1
What recent development has occurred between the United States and Vietnam?	The two countries opened liaison offices in each other's capitals last month.	1
What is the reason why the Vietnamese have not been able to investigate their own missing soldiers?	Vietnam counts more than 300,000 of its own soldiers as missing, but poverty and inadequate records have prevented the Vietnamese from doing much to investigate them.	1
What happened to the numbers of horseshoe crabs in the 1990s?	But in the 1990s, their numbers began falling.	1
What information have researchers been able to gather from the public reports on horseshoe crab sightings?	So far, people have reported spotting crabs a total of 2,800 times, enough to get an idea about where they may be located, but not enough to tell researchers about populations, Black explained.	1
How does the Florida Fish and Wildlife Conservation Commission plan to gather more information about the horseshoe crab population and their mating habits?	'If we can get people working regularly, even if just for a few months of the year, from March, on a full moon … that shows us something,' she said.	1
What is unique about the horseshoe crab species?	It is one of the oldest unchanged species on Earth known to scientists, older than the continents, and exists only in parts of Asia and North America's Atlantic coast.	1
What is the general perception of horseshoe crabs in the world?	For most of its history, the world regarded it as junk from the sea.	1
Who has been protesting and posting comments about California's emergency water management?	From all over California, farmers, environmental lawyers, wildlife groups, cities and even the Fresno County sheriff have posted thoughts in a siege of protests to state officials about the use of this year's puny snowpack and half-empty reservoirs.	1
